SKU,Title,Description,Assets,Price,Stock,Category,Brand,,,,
131B9826,Danfoss FC302 11KW 24A IP20 131B9826,"Frequency converter
FC-302P11KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P11K) 11 KW / 15 HP, Three phase
380 - 500 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B3
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,2205,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131F0430,Danfoss FC302 15KW 32A IP20 131F0430,"Frequency converter
FC-302P15KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P15K) 15 KW / 20 HP, Three phase
380 - 500 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B3
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,2739,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131F0431,Danfoss FC302 18KW 37.5A IP20 131F0431,"Frequency converter
FC-302P18KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P18K) 18.5 KW / 25 HP, Three phase
380 - 500 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,3208,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B5946,Danfoss FC302 22KW 44A IP20 131B5946,"Frequency converter
FC-302P22KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P22K) 22 KW / 30 HP, Three phase
380 - 500 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,3722,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131F0434,Danfoss FC302 30KW 61A IP20 131F0434,"Frequency converter
FC-302P30KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P30K) 30 KW / 40 HP, Three phase
380 - 500 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,4446,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131F0437,Danfoss FC302 37KW 73A IP20 131F0437,"Frequency converter
FC-302P37KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P37K) 37 KW / 50 HP, Three phase
380 - 500 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C3
Other options according to Model code

Model code:
FC-302P37KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,5431,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131F0444,Danfoss FC302 55KW 106 A IP20 131F0444,"Frequency converter
FC-302P55KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P55K) 55 KW / 75 HP, Three phase
380 - 500 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C4
Other options according to Model code

Model code:
FC-302P55KT5E20H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,7560,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131N9197,Danfoss FC302 0.75KW 2.4A IP55 131N9197,"Frequency converter
FC-302PK75T5Z55H1XGXXOXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(PK75) 0.75 KW / 1.0 HP, Three phase
380 - 500 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-302PK75T5Z55H1XGXXOXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_C4_IP20.jpg?w=300&h=300,741,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131N6486,Danfoss FC302 1.5KW 4.1A IP55 131N6486,"Frequency converter
FC-302P1K5T5Z55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P1K5) 1.5 KW / 2.0 HP, Three phase
380 - 500 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-302P1K5T5Z55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,925,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131U1519,Danfoss FC302 2.WKW  5.6 A IP55 131U1519,"Frequency converter
FC-302P2K2T5Z55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P2K2) 2.2 KW / 3.0 HP, Three phase
380 - 500 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-302P2K2T5Z55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,1095,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131U1521,Danfoss FC302 3LW 7.2A IP55 131U1521,"Frequency converter
FC-302P3K0T5Z55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P3K0) 3.0 KW / 4.0 HP, Three phase
380 - 500 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-302P3K0T5Z55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,1208,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131N4198,Danfoss FC302 4KW 10A IP55 131N4198,"Frequency converter
FC-302P4K0T5Z55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P4K0) 4.0 KW / 5.5 HP, Three phase
380 - 500 VAC, IP55 / Type 12 A4 Frame
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A4
Other options according to Model code

Model code:
FC-302P4K0T5Z55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,1284,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B1546,Danfoss FC302 5.5KW 13A IP55 131B1546,"Frequency converter
FC-302P5K5T5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P5K5) 5.5 KW / 7.5 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A5
Other options according to Model code

Model code:
FC-302P5K5T5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_A4_IP55-66.jpg?w=300&h=300,1467,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B1547,Danfoss FC302 7.5KW 16A IP55 131B1547,"Frequency converter
FC-302P7K5T5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P7K5) 7.5 KW / 10 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A5
Other options according to Model code

Model code:
FC-302P7K5T5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_A5_IP55-66.jpg?w=300&h=300,1640,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B1168,Danfoss FC302 11KW 24A IP55 131B1168,"Frequency converter
FC-302P11KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P11K) 11 KW / 15 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B1
Other options according to Model code

Model code:
FC-302P11KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B1_IP21-55-66.jpg?w=300&h=300,2433,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B1167,Danfoss FC302 15KW 32A IP55 131B1167,"Frequency converter
FC-302P15KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P15K) 15 KW / 20 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B1
Other options according to Model code

Model code:
FC-302P15KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B1_IP21-55-66.jpg?w=300&h=300,3027,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B1854,Danfoss FC302 18KW 37.5A IP55 131B1854,"Frequency converter
FC-302P18KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P18K) 18.5 KW / 25 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B2
Other options according to Model code

Model code:
FC-302P18KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B1_IP21-55-66.jpg?w=300&h=300,3548,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B1874,Danfoss FC302 22KW 44A IP55 131B1874,"Frequency converter
FC-302P22KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P22K) 22 KW / 30 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B2
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B1_IP21-55-66.jpg?w=300&h=300,4118,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B4575,Danfoss FC302 30KW 61A IP55 131B4575,"Frequency converter
FC-302P30KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P30K) 30 KW / 40 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C1
Other options according to Model code

Model code:
FC-302P30KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,4894,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B4577,Danfoss FC302 37KW 73A IP55 131B4577,"Frequency converter
FC-302P37KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P37K) 37 KW / 50 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C1
Other options according to Model code

Model code:
FC-302P37KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,5925,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B4579,Danfoss FC302 45KW 90A IP55 131B4579,"Frequency converter
FC-302P45KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P45K) 45 KW / 60 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C1
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_C1_IP21-55-66.jpg?w=300&h=300,7147,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B4582,Danfoss FC302 55KW 106A IP55 131B4582,"Frequency converter
FC-302P55KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P55K) 55 KW / 75 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C2
Other options according to Model code

Model code:
FC-302P55KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_C1_IP21-55-66.jpg?w=300&h=300,8236,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131B4584,Danfoss FC302 75KW 147A IP55 131B4584,"Frequency converter
FC-302P75KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(P75K) 75 KW / 100 HP, Three phase
380 - 500 VAC, IP55 / Type 12
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C2
Other options according to Model code

Model code:
FC-302P75KT5E55H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_C2_IP21-55-66.jpg?w=300&h=300,9409,10,VLT® AutomationDrive FC 300,Danfoss,,,,
134F0299,Danfoss FC302 90KW 177A IP55 134F0299,"Frequency converter
FC-302N90KT5E54H4XGCXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(N90K) 90 KW / 125 HP, Three phase
380 - 500 VAC, (E54) IP54 / Type 12
RFI class A1 (C2)
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D1H
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_D1h_IP21-54.jpg?w=300&h=300,10107,10,VLT® AutomationDrive FC 300,Danfoss,,,,
134F0306,Danfoss FC302 110KW STD IP55 134F0306,"Frequency converter
FC-302N110T5E54H2XGCXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(N110) 110 KW / 150 HP, Three phase
380 - 500 VAC, (E54) IP54 / Type 12
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D1H
Other options according to Model code

Model code:
FC-302N110T5E54H2XGCXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_D1h_IP21-54.jpg?w=300&h=300,11007,10,VLT® AutomationDrive FC 300,Danfoss,,,,
134F0315,Danfoss FC302 160KW STD IP55 134F0315,"Frequency converter
FC-302N160T5E54H2XGCXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(N160) 160 KW / 250 HP, Three phase
380 - 500 VAC, (E54) IP54 / Type 12
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D2H
Other options according to Model code

Model code:
FC-302N160T5E54H2XGCXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_D1h_IP21-54.jpg?w=300&h=300,16068,10,VLT® AutomationDrive FC 300,Danfoss,,,,
134F4165,Danfoss FC302 250KW STD IP55 134F4165,"Frequency converter
FC-302N250T5E54H2XGCXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(N250) 250 KW / 350 HP, Three phase
380 - 500 VAC, (E54) IP54 / Type 12
RFI Filter
No brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D2H
Other options according to Model code

Model code:
FC-302N250T5E54H2XGCXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_D2h_IP21-54.jpg?w=300&h=300,23069,10,VLT® AutomationDrive FC 300,Danfoss,,,,
134H0041,Danfoss FC302 250KW W/ BRAKE CHOPPER IP55 134H0041,"Frequency converter
FC-302N250T5E54H2BGCXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(N250) 250 KW / 350 HP, Three phase
380 - 500 VAC, (E54) IP54 / Type 12
RFI Filter
Brake chopper
Graphical Loc. Cont. Panel
Coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: D7H
Other options according to Model code

Model code:
FC-302N250T5E54H2BGCXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_D7h_IP21-54.jpg?w=300&h=300,24720,10,VLT® AutomationDrive FC 300,Danfoss,,,,
136N2558,Danfoss FC302 400KW W/ BRAKE & FUSES IP55 136N2558,"Frequency converter
FC-302N400T5E54H4BGC7XXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(N400) 400 KW / 550 HP, Three phase
380 - 500 VAC, (E54) IP54 / Type 12
RFI class A1 (C2)
Brake chopper
Graphical Loc. Cont. Panel
Coated PCB, Fuse
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: E1H
Other options according to Model code

Model code:
FC-302N400T5E54H4BGC7XXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_D7h_IP21-54.jpg?w=300&h=300,45702,10,VLT® AutomationDrive FC 300,Danfoss,,,,
135U4491,Danfoss FC302 400KW W/ BRAKE & FUSES IP55 135U4491,"Frequency converter
FC-302N400T5E54H2BGC7XXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-302
(N400) 400 KW / 550 HP, Three phase
380 - 500 VAC, (E54) IP54 / Type 12
RFI Filter
Brake chopper
Graphical Loc. Cont. Panel
Coated PCB, Fuse
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: E1H
Other options according to Model code

Model code:
FC-302N400T5E54H2BGC7XXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/E1H_frame.jpg?w=300&h=300,41822,10,Exchange Units,Danfoss,,,,
131B1017,Danfoss FC301 7.5KW IP20 131B1017,"Frequency converter
FC-301P7K5T4E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-301
(P7K5) 7.5 KW / 10 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A3
Other options according to Model code

The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_A3_IP20.jpg?w=300&h=300,1372,10,VLT® AutomationDrive FC 300,Danfoss,,,,
131F6600,Danfoss FC301 30KW 61A IP20 131F6600,"Frequency converter
FC-301P30KT4E20H1XGXXXXSXXXXAXBXCXXXXDX
VLT® AutomationDrive FC-301
(P30K) 30 KW / 40 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H1) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model code

Model code:
FC-301P30KT4E20H1XGXXXXSXXXXAXBXCXXXXDX
The VLT® AutomationDrive represents a single drive concept that controls the entire range of operations from ordinary to servo like applications on any machine or production line.",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,4132,10,VLT® AutomationDrive FC 300,Danfoss,,,,
130B1100,MCA101 - PROFIBUS 130B1100,"Provides wide compatibility, a high level of availability, support for
all major PLC vendors and compatibility with future versions. Fast,
efficient communication, transparent installation, advanced diagnosis
and parameterization and auto-configuration of process data using GSD-
file. Acyclic parameterization using PROFIBUS DP-V1, ¬PROFIdrive or
Danfoss FC profile state machines, PROFIBUS DP-V1, Master Class 1 and 2.",https://files.danfoss.com/dds/l01/Profibus_MCA%20101_188x188.jpg?w=300&h=300,156,10,Accessories for Low Voltage Drives,Danfoss,,,,
130B1102,MCA104 - DEVICENET 130B1102,"Robust, efficient data handling thanks to advanced Producer/Consumer
technology. ODVA’s strong conformance testing policies ensure products
are interoperable, and the AC-drive profile, supported using I/O
instance 20/70.21/71, secures compatibility to existing systems.",https://files.danfoss.com/dds/l01/DeviceNet_MCA%20104_188x188.jpg?w=300&h=300,117,10,Accessories for Low Voltage Drives,Danfoss,,,,
130B1106,MCA108 - LONWORKS 130B1106,"Developed for building automation, it enables communication between
individual units in the same system (peer-to-peer) and supports
decentralizing of control. No need for main station (master-follower).
Units receive signals directly. Supports Echelon free-topology interface
(flexible cabling and installation) and embedded I/Os and I/O options
(easy implementation of decentral I/Os). Sensor signals can quickly be
moved to another controller using bus cables. Certified as compliant
with LonMark ver. 3.4 specifications.",https://files.danfoss.com/dds/l01/LonWorks_MCA%20108_188x188.jpg?w=300&h=300,156,10,Accessories for Low Voltage Drives,Danfoss,,,,
130B1144,MCA109 - BACNET  130B1144,"Open communication protocol dedicated to building automation
- Efficient integration of all parts of building automation equipment
- BACnet: standard for building automation worldwide
- International standard ISO 16484-5
- can be used in all sizes of building automation systems
- the Drive communicates easily with construction management systems running the
BACnet protocol
- can be easily integrated into the network of existing control equipment
Product group: R1",https://files.danfoss.com/dds/l01/LonWorks_MCA%20108_188x188.jpg?w=300&h=300,126,10,Accessories for Low Voltage Drives,Danfoss,,,,
130B1135,MCA120 - PROFINET 130B1135,"MCA 120 PROFINET interface
-Supports operation on PROFINET network with extensive properties
-DCP support for easy setting u. Communication parameters via the PLC
- On Board web-Page with Drive Status
- Parameterization with the MCT10 software
- 2 port version, reduced external hardware",https://files.danfoss.com/dds/l01/BACnet_MCA%20109_188x188.jpg?w=300&h=300,313,10,Accessories for Low Voltage Drives,Danfoss,,,,
130B1119,MCA121 - ETHERNET 130B1119,"MCA 121 EtherNet / IP interface
-Allows connection to EtherNet / IP based Automation systems via CIP (CommonInterface Protocol)
-2 port design reduces external components
-HTTP for diagnosis via built-in web server
-SMTP, DHCP and FTP protocols
-Prepared for parameterization with the MCT 10 software via TCP / IP
-Certified according to ODVA",https://files.danfoss.com/dds/l01/EtherNet%20IP_MCA%20121_188x188.jpg?w=300&h=300,318,10,Accessories for Low Voltage Drives,Danfoss,,,,
